2026-06-23 14:03:17 | DEBUG    | main_step1                     | Logger 'main_step1' initialised.  Console=INFO  File=DEBUG  → /home/pantaddh/Desktop/Addy thesis/Thesis latest4/Stage1_DataPipeline/logs/pipeline_step1.log
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 100  (Onset=56, Offset=155, Video='EP06_01f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP06_01f     │ Onset=  56  Offset= 155  SeqLen=100 │ repression → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 76  (Onset=36, Offset=111, Video='EP06_02f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP06_02f     │ Onset=  36  Offset= 111  SeqLen= 76 │ repression → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 91  (Onset=16, Offset=106, Video='EP08_04')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP08_04      │ Onset=  16  Offset= 106  SeqLen= 91 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 100  (Onset=26, Offset=125, Video='EP09_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP09_01      │ Onset=  26  Offset= 125  SeqLen=100 │ happiness → Positive │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 141  (Onset=11, Offset=151, Video='EP09_06f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP09_06f     │ Onset=  11  Offset= 151  SeqLen=141 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 41  (Onset=26, Offset=66, Video='EP09_10')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP09_10      │ Onset=  26  Offset=  66  SeqLen= 41 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 91  (Onset=16, Offset=106, Video='EP11_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP11_01      │ Onset=  16  Offset= 106  SeqLen= 91 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 56  (Onset=21, Offset=76, Video='EP13_04')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP13_04      │ Onset=  21  Offset=  76  SeqLen= 56 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 46  (Onset=81, Offset=126, Video='EP14_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP14_01      │ Onset=  81  Offset= 126  SeqLen= 46 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 71  (Onset=26, Offset=96, Video='EP15_04')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub02 │ EP15_04      │ Onset=  26  Offset=  96  SeqLen= 71 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 41  (Onset=51, Offset=91, Video='EP01_2')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP01_2       │ Onset=  51  Offset=  91  SeqLen= 41 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 61  (Onset=16, Offset=76, Video='EP07_03')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP07_03      │ Onset=  16  Offset=  76  SeqLen= 61 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 86  (Onset=21, Offset=106, Video='EP07_04')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP07_04      │ Onset=  21  Offset= 106  SeqLen= 86 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 81  (Onset=11, Offset=91, Video='EP08_1')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP08_1       │ Onset=  11  Offset=  91  SeqLen= 81 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 61  (Onset=61, Offset=121, Video='EP09_03')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP09_03      │ Onset=  61  Offset= 121  SeqLen= 61 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 101  (Onset=26, Offset=126, Video='EP18_06')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP18_06      │ Onset=  26  Offset= 126  SeqLen=101 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 41  (Onset=101, Offset=141, Video='EP19_08')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub03 │ EP19_08      │ Onset= 101  Offset= 141  SeqLen= 41 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Non-numeric ApexFrame for sub04/EP12_01f: '/'
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 61  (Onset=261, Offset=321, Video='EP12_01f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub04 │ EP12_01f     │ Onset= 261  Offset= 321  SeqLen= 61 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 51  (Onset=356, Offset=406, Video='EP12_02f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub04 │ EP12_02f     │ Onset= 356  Offset= 406  SeqLen= 51 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 61  (Onset=51, Offset=111, Video='EP13_02f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub04 │ EP13_02f     │ Onset=  51  Offset= 111  SeqLen= 61 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 91  (Onset=71, Offset=161, Video='EP13_06f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub04 │ EP13_06f     │ Onset=  71  Offset= 161  SeqLen= 91 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 36  (Onset=191, Offset=226, Video='EP19_01f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub04 │ EP19_01f     │ Onset= 191  Offset= 226  SeqLen= 36 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 66  (Onset=36, Offset=101, Video='EP02_07')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP02_07      │ Onset=  36  Offset= 101  SeqLen= 66 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 61  (Onset=41, Offset=101, Video='EP03_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP03_01      │ Onset=  41  Offset= 101  SeqLen= 61 │ happiness → Positive │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 51  (Onset=33, Offset=83, Video='EP03_06')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP03_06      │ Onset=  33  Offset=  83  SeqLen= 51 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 43  (Onset=41, Offset=83, Video='EP03_07')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP03_07      │ Onset=  41  Offset=  83  SeqLen= 43 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 51  (Onset=16, Offset=66, Video='EP04_05')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP04_05      │ Onset=  16  Offset=  66  SeqLen= 51 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 86  (Onset=6, Offset=91, Video='EP04_06')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP04_06      │ Onset=   6  Offset=  91  SeqLen= 86 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 91  (Onset=51, Offset=141, Video='EP05_03')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP05_03      │ Onset=  51  Offset= 141  SeqLen= 91 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 88  (Onset=49, Offset=136, Video='EP05_09')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP05_09      │ Onset=  49  Offset= 136  SeqLen= 88 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 52  (Onset=85, Offset=136, Video='EP06_10')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP06_10      │ Onset=  85  Offset= 136  SeqLen= 52 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 58  (Onset=49, Offset=106, Video='EP07_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP07_01      │ Onset=  49  Offset= 106  SeqLen= 58 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 66  (Onset=6, Offset=71, Video='EP08_05')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP08_05      │ Onset=   6  Offset=  71  SeqLen= 66 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 55  (Onset=69, Offset=123, Video='EP09_05f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP09_05f     │ Onset=  69  Offset= 123  SeqLen= 55 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 51  (Onset=11, Offset=61, Video='EP12_03f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP12_03f     │ Onset=  11  Offset=  61  SeqLen= 51 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 76  (Onset=46, Offset=121, Video='EP12_06')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP12_06      │ Onset=  46  Offset= 121  SeqLen= 76 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 76  (Onset=36, Offset=111, Video='EP13_04f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP13_04f     │ Onset=  36  Offset= 111  SeqLen= 76 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 61  (Onset=16, Offset=76, Video='EP13_06')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP13_06      │ Onset=  16  Offset=  76  SeqLen= 61 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 100  (Onset=39, Offset=138, Video='EP16_03f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP16_03f     │ Onset=  39  Offset= 138  SeqLen=100 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 41  (Onset=141, Offset=181, Video='EP16_04f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP16_04f     │ Onset= 141  Offset= 181  SeqLen= 41 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 53  (Onset=6, Offset=58, Video='EP19_03')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub05 │ EP19_03      │ Onset=   6  Offset=  58  SeqLen= 53 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 56  (Onset=81, Offset=136, Video='EP01_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub06 │ EP01_01      │ Onset=  81  Offset= 136  SeqLen= 56 │ happiness → Positive │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 50  (Onset=99, Offset=148, Video='EP02_31')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub06 │ EP02_31      │ Onset=  99  Offset= 148  SeqLen= 50 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 46  (Onset=116, Offset=161, Video='EP10_08')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub06 │ EP10_08      │ Onset= 116  Offset= 161  SeqLen= 46 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 51  (Onset=56, Offset=106, Video='EP15_02')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub06 │ EP15_02      │ Onset=  56  Offset= 106  SeqLen= 51 │ surprise → Surprise │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 58  (Onset=94, Offset=151, Video='EP16_05')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub06 │ EP16_05      │ Onset=  94  Offset= 151  SeqLen= 58 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 78  (Onset=79, Offset=156, Video='EP01_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP01_01      │ Onset=  79  Offset= 156  SeqLen= 78 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 66  (Onset=11, Offset=76, Video='EP03_04')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP03_04      │ Onset=  11  Offset=  76  SeqLen= 66 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 54  (Onset=15, Offset=68, Video='EP06_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP06_01      │ Onset=  15  Offset=  68  SeqLen= 54 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 81  (Onset=11, Offset=91, Video='EP06_02_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP06_02_01   │ Onset=  11  Offset=  91  SeqLen= 81 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 56  (Onset=36, Offset=91, Video='EP06_02_02')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP06_02_02   │ Onset=  36  Offset=  91  SeqLen= 56 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 51  (Onset=141, Offset=191, Video='EP08_02')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP08_02      │ Onset= 141  Offset= 191  SeqLen= 51 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 56  (Onset=36, Offset=91, Video='EP15_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP15_01      │ Onset=  36  Offset=  91  SeqLen= 56 │ disgust → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 46  (Onset=6, Offset=51, Video='EP18_01')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP18_01      │ Onset=   6  Offset=  51  SeqLen= 46 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 86  (Onset=11, Offset=96, Video='EP18_03')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub07 │ EP18_03      │ Onset=  11  Offset=  96  SeqLen= 86 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 93  (Onset=26, Offset=118, Video='EP12_07f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub08 │ EP12_07f     │ Onset=  26  Offset= 118  SeqLen= 93 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 100  (Onset=71, Offset=170, Video='EP12_08f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub08 │ EP12_08f     │ Onset=  71  Offset= 170  SeqLen=100 │ others → Others │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 78  (Onset=49, Offset=126, Video='EP13_01f')
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | CASME_II │ sub08 │ EP13_01f     │ Onset=  49  Offset= 126  SeqLen= 78 │ repression → Negative │ Frames=✓
2026-06-23 14:03:17 | DEBUG    | CASMEIIUnifier                 | Calculated Sequence Length: 71  (Onset=21, Offset=91, Video='EP02_01f')
